V1,V2,V3,V4,V5,Class
-0.269544,1.43657,1.045801,-1.11523,-0.509865,1
-0.29231,1.453032,0.801115,-1.11011,-0.136583,1
-0.821891,-0.998171,-0.413961,0.747348,1.756869,1
-0.645935,-0.112538,1.154582,-1.142917,-0.541412,1
3.314665,-0.513473,-0.996691,-0.609571,-0.232785,1
0.286312,0.84097,-1.203281,-0.228247,0.08212,1
-0.876945,-1.145098,-0.444762,-1.221828,3.574489,1
-0.576503,0.541225,-0.122729,-0.181981,-0.375113,1
-0.858683,-1.021885,-0.417464,-1.275212,2.564779,1
1.166728,0.204092,-0.266362,-0.070068,0.9938,1
1.262567,-0.543059,-0.597954,-0.317699,-0.26898,1
-0.742438,-0.14941,1.376155,-1.203511,-0.136583,1
-0.307373,1.80248,-1.328647,-0.729559,-0.353043,1
0.325381,1.46544,-1.20162,-0.686184,0.177822,1
0.235831,1.295287,-1.235317,-0.214163,-0.417922,1
-0.49787,0.019709,1.624385,-1.406339,-0.136583,1
2.241652,-0.863052,0.756638,-0.915949,-0.359828,1
-0.599978,2.430428,-1.499986,-0.834377,-0.421967,1
0.183933,1.500761,-1.405588,0.80647,-0.636153,1
-0.824191,-1.088501,-0.336933,-1.146073,-1.688736,1
-0.496949,0.132287,1.931334,-1.253525,0.8353,1
0.23724,-0.293618,-1.052512,-0.607473,-0.241205,1
-0.52708,0.550484,0.068563,-0.016398,-0.487348,1
-0.837987,-1.175449,-0.467973,1.24575,3.057082,1
0.193129,1.082775,-0.163077,1.442629,-0.889693,1
1.888107,-0.144533,-1.088716,-0.593593,-0.136583,1
-0.588127,1.063987,0.865074,0.748272,1.667209,1
0.564898,1.714307,-1.282636,-0.177712,0.458229,1
-1.137807,0.114227,1.647099,-1.435279,-0.136583,1
0.244995,0.745536,-0.115589,-1.042665,1.869703,1
-0.679586,-0.85946,-0.414259,0.660314,1.511739,1
-0.644421,0.723528,0.373876,0.550674,-0.796319,1
-0.615435,0.864823,0.717327,0.468214,-0.136583,1
1.974164,-1.758849,-0.714679,-0.389236,0.020425,1
2.354888,-1.072646,-0.531208,-0.30779,-0.273894,1
0.845265,0.955827,-0.204679,0.451442,0.597939,1
-0.687936,-0.938647,0.932945,1.108643,1.099898,1
2.556768,-1.083115,-0.953186,-0.598348,-0.227433,1
-0.642461,0.50339,1.390343,-1.291471,-0.136583,1
-0.57117,-0.178867,1.2963,0.473012,-0.564847,1
-0.617792,1.929134,-1.294969,-0.186355,0.148145,1
-0.790001,-1.149097,-0.332597,0.819653,2.757667,1
1.204912,-0.414523,-0.460398,-0.248923,-0.69208,1
-0.834755,-0.816692,-0.200269,-1.711944,-0.136583,1
-0.766184,-0.83575,0.216982,1.601116,-1.04057,1
-0.767833,-0.929371,-0.308192,0.501514,-0.136583,1
-0.529695,0.710333,1.98962,-1.260751,-0.56808,1
-1.069311,-0.143018,1.961277,-1.409406,-0.136583,1
1.424888,0.230894,-0.281815,-0.006409,-0.3636,1
-0.12118,1.71869,-1.358723,-0.85319,1.686093,1
2.138464,-0.800843,-0.598843,0.547194,-0.785522,1
-0.797229,-0.714658,0.833867,2.160429,-0.136583,1
1.549584,-1.036957,-0.544603,-0.582433,-0.136583,1
1.043907,0.497738,-0.178427,1.099968,-0.787211,1
2.077654,-0.145133,0.27536,0.10922,-0.377277,1
-0.862123,-1.094906,-0.409765,0.326763,-0.136583,1
-0.832608,-1.061006,-0.336654,1.770124,-1.937404,1
0.324182,0.97364,-1.419966,-0.249962,0.289314,1
0.877103,1.785677,-1.267831,-0.167778,0.334167,1
-0.244107,0.117341,-1.633185,-0.840404,-0.472451,1
1.892578,-1.158386,-0.675753,-0.304336,-0.245071,1
2.610382,-0.793508,-0.584646,-0.09161,-0.289499,1
-0.623375,-0.125298,1.690517,1.101851,-0.136583,1
2.220679,-0.344355,-0.322038,0.070723,0.259831,1
-0.735619,0.102101,1.108453,0.352405,-0.136583,1
-0.23888,1.436923,0.506798,0.19347,-0.456138,1
-0.295809,2.45085,-1.481416,0.442151,-0.605544,1
1.050475,-0.799744,-1.03542,-0.664412,-0.310503,1
-0.693345,-0.219722,1.652675,-1.429354,-0.929518,1
-0.632048,-0.842509,1.309667,0.631242,-0.921952,1
-0.555033,0.167349,1.771009,-1.335506,-0.136583,1
-1.867002,-0.742066,-0.312636,-0.730238,-0.457353,1
-0.802206,-0.821653,0.661763,1.1765,-0.883854,1
1.066941,0.464239,0.860374,-0.94097,-0.423014,1
-0.213817,2.109439,0.033856,-0.111589,0.212913,1
-0.564228,0.25739,1.479069,-1.321794,0.89337,1
2.093759,-0.340736,-0.524723,-0.609645,-0.234601,1
-0.738894,-0.524029,1.079461,0.891903,-0.136583,1
-0.610067,0.733833,0.404543,0.554351,-0.890874,1
-0.640417,-0.255419,2.402909,-1.446624,-0.742389,1
-0.36832,1.671478,-1.490068,-0.849332,-0.4462,1
0.007659,-0.511101,-1.118799,-0.729248,-0.364274,1
1.143473,-0.862119,-0.650468,-0.203889,-0.352607,1
0.621831,2.137698,0.115634,-0.063552,-0.136583,1
0.239592,1.3462,-1.371981,-0.176056,0.618579,1
0.063347,1.740557,0.067536,-0.845246,-0.394754,1
-0.446756,1.40387,0.284372,0.136361,-0.64868,1
-0.326434,1.079203,1.497709,-1.25101,-0.677501,1
0.761083,1.185377,-1.217546,-0.262195,-0.451045,1
-0.726584,0.327338,0.590121,0.22929,-0.136583,1
-0.173444,2.191878,-1.448669,-0.85817,-0.773068,1
2.963007,-0.790653,-0.549361,0.324577,-0.453856,1
-0.607307,-0.04313,0.91557,-1.11579,-0.589822,1
2.92155,-1.851945,-0.681282,-0.381956,-0.040643,1
0.192351,1.425267,-1.138792,-0.687408,-0.315454,1
-0.818742,-1.106022,-0.361653,0.388293,2.127981,1
0.314808,1.091188,0.381094,0.217242,1.340127,1
-0.770902,-0.321521,1.867656,-1.438258,-0.136583,1
-0.642301,0.059401,1.168922,0.429102,-0.730116,1
0.772867,0.63297,-0.106745,0.654942,1.090772,1
1.993448,-1.023942,-0.134886,0.778336,-0.721535,1
-0.054138,2.039832,0.194468,-0.904133,0.217673,1
-0.446274,1.530665,0.35945,0.506832,-0.136583,1
1.521752,0.414054,0.274647,-0.877412,-0.355002,1
0.350407,0.507044,0.34872,0.214308,0.532761,1
2.266386,-0.286275,-0.276799,0.185094,0.531505,1
-0.369225,1.069145,0.086724,-0.818018,-0.4108,1
-0.516442,1.523392,-1.333713,-0.174691,-0.136583,1
2.162465,-1.117568,-0.339941,0.733386,-0.528825,1
1.643082,-0.905945,-0.710213,-0.373075,-0.212502,1
0.679066,0.196384,-0.316678,-0.682174,-0.290276,1
-0.39987,1.505191,-1.309631,-0.779346,-0.136583,1
-1.146338,-2.556919,1.536415,-1.574879,-1.032355,1
-0.682819,-0.154145,2.075083,-1.696389,-0.136583,1
3.109793,-1.035373,-0.958569,-0.585937,-0.221871,1
1.482531,-0.09449,-0.482225,-0.196966,-0.252797,1
1.479003,-0.688379,-0.666384,-0.256432,-0.376117,1
-0.03907,1.88365,0.084441,0.174493,0.888459,1
2.51757,-1.088038,-0.655214,-0.59185,-0.039552,1
-0.48175,1.110834,0.107288,0.105016,1.725372,1
2.218559,-1.130327,-0.619287,-0.222284,-0.282986,1
2.118959,0.236745,-1.099563,0.345861,-0.570193,1
-0.638085,1.436241,-1.350888,-0.108675,-0.37944,1
-0.691593,-0.215457,1.731557,-1.422514,-0.136583,1
1.256907,-0.714019,-0.656182,-0.245235,-0.351745,1
-0.34338,1.931073,-1.463835,0.994084,-0.706479,1
1.749076,-0.911149,-0.638152,-0.367928,0.045303,1
1.511178,0.455391,0.235197,-0.880085,-0.360909,1
1.363006,1.481597,-1.21428,-0.672179,-0.292083,1
0.335501,0.321052,-1.19207,-0.64223,-0.277865,1
-0.749996,-0.34675,1.394503,-1.449316,-1.221761,1
2.632321,-0.902388,-0.960456,-0.606303,-0.013186,1
0.102957,0.760353,-1.274822,-0.695644,-0.311448,1
-0.54722,0.902423,-1.277541,-0.689892,-0.295259,1
-0.548965,1.53681,-1.25555,-0.12813,-0.802201,1
0.962426,-0.308781,-0.283913,-0.673158,-0.22656,1
2.587429,0.146246,-1.112265,0.366489,-0.44753,1
2.496248,-1.100362,-0.603519,-0.390666,0.054119,1
0.772204,0.369345,0.032204,-0.062585,0.415147,1
-0.67081,-0.283819,1.541321,-1.52229,-0.136583,1
2.058195,-0.757919,-0.620944,-0.296834,0.039731,1
-0.589025,0.011285,2.255259,-1.555966,-0.908876,1
2.090836,-0.308182,-0.45099,-0.049226,0.380143,1
-0.696161,-0.132865,2.046189,-1.431609,-0.864824,1
-0.62027,-0.771296,1.516327,1.018126,0.823617,1
-0.869627,-1.087259,-0.226088,0.135441,0.623715,1
-0.630062,1.380193,0.368246,0.227005,0.334684,1
0.208283,1.263868,-1.330624,-0.780499,-0.373912,1
-0.033149,1.323993,-1.261445,-0.198704,0.148284,1
2.714221,-0.845085,-0.580745,-0.229861,-0.242177,1
-0.469173,0.50567,-0.009256,-0.817039,-0.389145,1
2.523044,-0.517782,-0.964935,-0.382042,-0.024109,1
0.282714,1.157012,-1.25172,-0.750986,-0.440112,1
-0.716611,-0.812639,1.941816,-1.315942,0.55488,1
-0.204202,0.696597,-1.371774,-0.232587,-0.336944,1
-0.483535,0.029779,0.077774,0.061548,-0.371121,1
-0.78966,-0.21071,0.586588,-0.928515,-0.425591,1
-0.551305,-0.392041,1.763045,0.83473,0.591426,1
-0.319733,0.50292,0.182231,-0.86974,0.479801,1
0.772565,1.141573,-1.420818,-0.762573,-0.339027,1
-0.847626,-1.05581,-0.289216,-1.872634,-0.136583,1
-0.791434,-1.027882,0.041886,1.457543,1.731818,1
-0.04951,1.123113,-1.444516,-0.758297,0.134742,1
-0.698664,0.221693,1.867072,-1.590635,-0.788182,1
0.778154,0.346938,-0.028268,-0.117806,0.448313,1
-0.718966,-0.689393,0.019598,1.997183,-1.368124,1
3.132932,-0.829301,-0.53485,0.261428,-0.416159,1
-0.843863,-0.882075,0.369986,2.099326,-1.507513,1
-0.444479,-0.819995,0.593406,1.773174,-1.026851,1
-0.511397,1.256277,-1.35071,-0.1427,-0.329093,1
0.111763,1.95086,0.03973,0.296228,0.534267,1
-0.60278,0.522789,0.510061,1.864847,-1.24624,1
-0.627674,1.746361,-1.333733,-0.768499,-0.390969,1
0.242329,1.711898,-1.291087,0.765781,-0.808066,1
1.902826,-0.435561,-0.411241,-0.030117,0.609061,1
-0.080299,0.952502,-1.26909,-0.742968,-0.136583,1
-0.510411,-0.83304,1.187454,1.010806,-0.775699,1
0.939357,0.870909,-1.24253,-0.138567,1.270373,1
0.035804,1.314181,-1.29935,-0.0221,2.257598,1
1.269414,0.203058,-0.545325,-0.338876,-0.265975,1
1.590819,-0.730618,-0.953153,-0.370277,-0.026814,1
0.019325,0.169347,-1.107275,-0.922973,3.365271,1
-0.661299,-0.842073,-0.167368,-1.273178,-0.136583,1
-0.689161,-0.757967,0.952547,-2.030907,-0.86686,1
-0.446608,1.532956,0.301337,0.429231,-0.136583,1
1.873329,-0.326083,-0.508659,-0.199559,0.630224,1
1.577043,-0.014542,-1.025746,-0.259223,-0.260672,1
1.187316,-0.615846,-0.601909,-0.320811,-0.26767,1
-0.140071,1.130152,1.041197,-1.105878,-0.502134,1
-0.103089,1.96113,-1.362597,-0.738182,-0.368374,1
-0.548882,-0.40016,1.718547,0.800833,0.594564,1
2.753314,-0.735308,-0.486508,0.112027,-0.451238,1
0.595711,0.199909,-0.110665,1.531514,-0.947453,1
-0.301688,0.097107,1.246842,-1.114302,-0.495249,1
-0.40623,0.393186,1.053743,-1.185447,-0.530436,1
1.758077,-0.546497,-0.49009,-0.603023,-0.006997,1
2.421347,-0.92195,0.300548,-0.794031,-0.308872,1
1.98185,-0.919849,-0.619417,-0.316505,-0.222889,1
-0.081384,0.92248,0.187107,1.055324,-0.789042,1
-0.81938,-0.740861,-0.261518,0.401949,1.13271,1
1.492616,0.285203,-1.038512,-0.607878,0.01894,1
0.148822,-0.170325,-0.466162,-0.627772,-0.010989,1
0.128455,1.526224,-1.30147,-0.96426,1.107825,1
-0.350025,1.762964,0.156529,-0.892028,-0.425757,1
-0.808238,-1.11393,-0.32059,0.281321,-1.625863,1
1.449797,-0.707533,-0.945844,-0.366055,-0.007326,1
-0.668567,-1.062866,0.003714,2.34936,-0.136583,1
0.45498,1.299153,-1.178581,-0.695443,0.271054,1
0.511132,0.589694,-0.340194,-0.90122,2.641739,1
-0.557993,0.662639,-0.246726,-0.158343,-0.374661,1
-0.116079,1.608568,-1.352306,-0.18323,-0.54178,1
-0.678351,-0.109788,1.450682,-1.653854,-1.0299,1
-0.117703,1.211204,-1.16765,-0.694828,0.071739,1
-0.868572,-1.060177,-0.475772,0.097996,-0.136583,1
-0.862129,-1.156826,-0.391398,0.951801,2.708467,1
1.416259,0.077496,-0.271971,-0.032062,-0.370888,1
-0.425616,0.511039,0.783458,0.336366,-0.136583,1
-0.79785,-0.760573,0.745757,2.040245,-0.136583,1
-0.590306,-0.465837,0.942951,-1.362162,-0.872141,1
-0.799989,0.387781,0.267385,0.359732,-0.136583,1
2.847196,-1.839106,-0.972713,-0.373981,-0.038638,1
0.314062,0.192577,-1.244567,-0.655322,0.019301,1
-0.397409,1.005424,-1.320795,-0.739838,-0.338012,1
1.569974,-1.112958,-0.909616,-0.407417,-0.316706,1
-0.09653,1.693498,-1.35101,-0.17987,-0.518485,1
-0.692244,0.348312,0.717219,0.418758,-0.519222,1
1.202327,-1.187073,-0.903799,-0.378953,-0.264298,1
2.435158,-1.057439,-0.518082,-0.313952,-0.2775,1
-0.311945,1.233094,-1.385168,-0.738461,-0.349058,1
-0.687007,1.311408,0.388939,-1.113334,-0.523664,1
-0.22676,1.359889,-0.010618,0.000735,-0.65201,1
1.086132,1.019583,-0.278412,-0.223783,-0.351484,1
-0.419299,0.732035,-1.226157,-0.697365,-0.314236,1
-0.34627,-0.110082,1.437337,-1.209679,-0.553333,1
-0.148598,-0.09362,0.972321,0.356139,-0.525769,1
0.97597,1.179502,-1.230206,-0.216779,0.14335,1
1.509629,-0.232306,-0.984441,-0.355822,-0.242731,1
0.153847,1.36043,-1.249723,0.049686,1.468971,1
-0.841945,-1.074508,-0.484371,0.097495,-0.951663,1
0.443195,-0.328541,-1.076934,-0.338105,0.038748,1
-0.167996,2.135454,0.1478,-0.051225,0.239834,1
-0.144891,0.780163,-1.11772,-0.661859,-0.258762,1
2.42144,-1.777784,-0.696564,-0.330866,-0.2414,1
0.406,1.054739,-1.13836,-0.653154,0.052571,1
-0.723483,0.114603,0.731969,-1.117186,-0.451429,1
-0.368349,2.743239,-1.44765,0.118003,-0.432053,1
-0.52559,0.515645,0.049339,-0.03364,-0.136583,1
0.258445,0.833321,-1.172856,-0.25416,-0.851628,1
0.574307,0.142322,-0.461899,-0.693433,-0.266791,1
0.19601,0.843602,-1.294155,1.479978,-0.973733,1
0.252821,1.336189,-1.370389,1.255455,-0.789559,1
2.701912,-0.651385,-0.561402,0.647522,-0.531466,1
-0.661381,-0.280071,1.447311,-1.339764,-0.564032,1
1.233315,-0.431013,-0.0051,1.519964,-0.91201,1
-0.313316,0.565701,0.096387,-0.032607,0.192956,1
-0.814111,-1.113744,-0.365767,1.782126,1.950156,1
