V1,V2,V3,V4,V5,Class
-0.609299,-0.204788,1.502269,-1.24859,-0.675366,2
0.11839,0.492133,-0.222779,0.337985,-0.136583,2
1.723736,-0.328178,0.019508,-0.773296,0.247891,1
-0.600487,0.513436,0.283583,0.063565,-0.554557,1
-0.875496,-1.143025,-0.363334,-1.07007,-0.136583,1
0.753117,0.514729,-0.302384,-0.144853,-0.449499,1
-0.362483,2.153725,0.297155,0.369703,-0.57988,2
-0.460374,1.434737,0.671467,-0.012892,-0.472799,1
-0.292899,-0.690863,1.0128,1.047403,2.650217,2
-0.572562,0.037593,0.418353,0.178772,-1.034778,1
2.653282,-0.80371,-0.580337,-0.155456,-0.271029,1
-0.353587,-0.94253,1.026188,0.827135,-0.762208,2
-0.632048,-0.842509,1.309667,0.631242,-0.921952,1
1.873748,-0.6979,-0.958829,-0.592126,-0.055927,1
-0.815011,-0.533855,-0.423513,1.10396,-0.136583,2
-0.70923,-0.945402,-0.267668,-1.418212,-0.136583,2
1.066941,0.464239,0.860374,-0.94097,-0.423014,1
-1.074886,-1.028691,-1.308752,0.343996,1.330567,2
2.715665,-0.844515,-0.580631,-0.22915,-0.241822,1
-0.210013,-0.068005,1.295328,-1.357195,-0.556585,1
-1.376619,0.655366,0.262177,-0.94963,-0.620457,1
-0.678477,-0.938947,1.381126,0.640572,0.986287,1
-0.564088,0.290948,1.663135,-1.359039,-0.136583,1
1.03267,0.811066,-1.105888,-0.613252,-0.267193,1
-0.612914,0.07054,1.0757,0.754485,2.03073,2
-0.575875,-0.252329,0.808214,0.80111,1.021279,2
-0.304321,2.246151,-1.594833,-0.853057,0.206473,1
0.309206,-0.577752,-0.991582,-0.402194,0.000701,1
-0.732896,-0.951253,-0.219903,1.538494,-1.493634,2
-0.773016,-0.67181,0.583757,1.626313,-0.136583,2
0.019343,0.985708,-0.265493,-0.136571,-0.496391,1
0.634873,-0.529634,0.638315,-1.142202,-0.79663,2
-0.350617,-0.516441,1.60112,0.77516,2.053436,2
-0.40195,0.021954,1.82547,-1.456159,1.237061,2
-0.541767,-0.297848,0.910188,0.547415,-0.723368,2
-0.033149,1.323993,-1.261445,-0.198704,0.148284,1
-0.862123,-1.094906,-0.409765,0.326763,-0.136583,1
-0.375043,-0.570483,1.406389,-1.248535,-0.136583,2
-0.826258,-0.960534,0.120219,0.450335,-0.136583,2
-0.784327,-0.262598,-0.146129,1.11826,-0.136583,2
-0.621202,-0.264584,1.874895,-1.419608,-0.136583,1
-1.17841,1.345037,0.191935,0.116112,-0.136583,1
-0.797163,-1.0965,-0.309322,-1.490247,2.640489,1
-0.440276,-0.779079,1.62686,0.658067,0.908746,2
-0.721091,-0.884516,0.073886,0.550374,-0.136583,2
0.023551,1.176729,-1.260679,-0.194702,0.162046,1
0.479924,0.636284,0.121109,1.449283,-0.785605,2
-0.810509,-1.006387,0.137813,0.297141,-0.136583,2
0.382093,-0.776467,1.028955,0.297173,-0.566829,2
-0.320482,-0.00385,1.040052,0.609142,1.904223,2
0.215196,0.898604,-0.171756,1.011723,-0.826087,1
-0.40623,0.393186,1.053743,-1.185447,-0.530436,1
-0.82784,-0.994565,-0.268217,0.867322,-0.136583,2
-0.386284,1.924728,-1.423676,0.211596,1.306697,2
2.116874,-0.913323,-0.632608,-0.333514,-0.223285,1
-0.820315,-0.875194,-0.034246,0.410176,-0.136583,2
-0.479948,-0.255372,1.290941,-1.172431,-0.583219,1
-0.254714,0.171568,1.850701,-1.380499,-0.609495,2
-0.544152,-0.618372,1.522995,1.064803,2.45019,2
0.854278,0.263994,-0.128683,-0.736229,-0.342654,1
-0.873455,-1.673834,-0.364282,-1.012337,-0.136583,2
-0.827163,-0.949714,0.114102,0.543651,-0.136583,2
1.847803,-1.738154,-0.592977,-0.252297,-0.251934,1
-0.125956,1.707093,0.70249,-1.053162,-0.48374,1
1.966839,0.208251,-0.302712,-0.302493,0.382485,1
-0.571305,-0.134569,0.115983,1.902322,-1.360192,2
-0.695168,-0.086864,-0.143845,0.725941,1.91588,2
-0.376954,1.422165,-1.590908,-0.849221,-0.393597,2
1.741495,-0.686684,-0.924757,-0.575018,-0.053003,1
-0.672416,-0.680866,1.518575,-1.354356,0.809436,2
-0.587692,-0.27053,0.66359,1.959809,-0.136583,2
-0.496213,0.778977,1.146835,-1.186049,-0.624576,1
-0.609094,-0.620836,2.017672,-1.456233,0.719276,2
-0.095621,2.033287,0.219366,-0.941103,0.22424,1
-0.095822,2.254964,-1.627087,0.048233,0.187144,1
-0.569083,-0.059004,2.02314,-1.417147,-0.136583,1
1.511178,0.455391,0.235197,-0.880085,-0.360909,1
-0.807829,-0.3041,-0.124042,1.291549,-0.136583,2
0.331961,0.95994,-0.069116,1.32291,-0.681705,1
-1.241864,-0.863601,0.394699,1.928084,-1.833689,2
-0.801138,-0.470711,1.161152,-1.547506,-0.849783,1
-0.682612,-1.026829,0.891159,1.387075,3.52218,2
-0.143894,-0.051144,0.831954,-0.899891,-0.600308,2
-0.30831,-0.746099,0.798781,0.944707,0.952164,2
-0.791003,-0.787219,0.602883,1.963851,-1.215769,1
-0.629042,-0.684631,0.318194,0.659395,-0.136583,2
-0.493033,-0.684638,2.462514,-1.19636,0.756731,2
0.678461,1.705706,0.041045,-0.76999,-0.369839,1
-0.784388,-1.027979,-0.295851,2.185625,-1.585675,1
1.208301,-0.151454,-1.031795,-0.585539,-0.026094,1
-0.681099,-0.096945,0.133092,0.395262,-0.136583,2
-0.794913,-0.942313,-0.221611,0.345568,-0.136583,1
-0.596048,-0.484528,1.465335,1.429057,2.058439,2
-0.44893,1.905093,0.194435,0.315874,-0.536731,2
-0.552065,-0.385501,0.564512,0.813149,0.524481,2
-0.494512,0.455132,0.090116,0.062452,0.382693,2
0.019725,1.713144,0.817658,-0.957645,-0.437595,2
-0.696141,-0.593283,0.255002,1.049298,-0.136583,2
1.419589,1.1482,-1.314792,-0.666685,-0.280254,2
0.771587,0.285955,-0.256734,0.018074,-0.46668,1
-0.700087,-0.704671,0.305573,2.253595,-1.706573,2
-0.238549,0.515105,-1.303995,-0.705511,-0.318775,1
-0.830459,-0.733114,-0.553696,0.068732,1.5027,2
-0.548259,0.100057,2.067022,-1.37678,-0.694966,1
0.239592,1.3462,-1.371981,-0.176056,0.618579,1
-0.529329,-0.470309,1.411133,-1.281464,-0.691821,1
-0.579334,-0.031732,0.972321,2.518456,-1.271736,2
-0.812705,-0.839516,-0.29259,0.087557,2.506911,2
-0.278583,0.583255,0.348385,-0.081619,-0.136583,1
2.632321,-0.902388,-0.960456,-0.606303,-0.013186,1
-0.622532,0.143755,-1.156737,-0.684729,0.064699,1
-1.640643,-3.038709,-1.419812,-1.313301,-0.136583,2
0.939357,0.870909,-1.24253,-0.138567,1.270373,1
-0.344947,-0.524313,1.087122,1.093364,1.180922,2
0.0346,0.797659,0.051337,1.099466,-0.911595,2
-0.482463,-0.123783,1.694428,-1.4702,-0.136583,1
-0.730018,-1.136508,-0.230608,1.204471,1.563295,2
-0.122266,0.260727,-1.213326,-0.256918,-0.516176,1
2.797251,-0.880493,-0.989845,-0.300261,-0.241311,1
0.506672,1.51163,-1.301792,-0.215857,0.149335,1
-0.532695,-0.670115,0.808365,0.376524,0.767549,2
2.528389,-1.115465,-0.992596,-0.715078,-0.361898,1
-0.873905,-1.163425,-0.462507,0.668841,2.591967,1
1.801525,-0.082975,-0.411667,0.764539,-0.615042,1
0.283645,0.524564,-1.141219,-0.848173,2.957034,1
-0.74968,-0.992488,-0.432969,1.187497,-1.625455,2
-0.087219,0.289574,0.156261,0.047661,0.26484,1
-0.36832,1.671478,-1.490068,-0.849332,-0.4462,1
-0.676637,-0.528173,1.448943,-1.258441,-1.372433,2
0.344619,1.177293,-1.200088,-0.155492,-0.407228,1
-0.705676,-0.767686,0.777915,0.281377,-0.136583,2
-0.446274,1.530665,0.35945,0.506832,-0.136583,1
-0.359876,1.224646,-1.445448,-0.778934,-0.136583,1
-0.841344,-0.751114,0.405451,0.960112,-0.136583,2
0.007659,-0.511101,-1.118799,-0.729248,-0.364274,1
-0.526022,0.48627,-1.260318,-0.94142,0.947506,2
-0.150166,-0.766544,1.052641,1.137694,0.869283,2
0.181036,-0.22065,-1.035606,-0.599172,-0.237737,1
-0.662096,-0.891183,1.544455,0.543061,0.933759,1
-0.674975,-0.836655,-0.397054,0.634943,1.7121,1
-0.793877,-0.788898,0.39566,0.338071,0.808364,2
-0.599265,0.444099,-0.226406,-0.172656,-0.323216,1
-0.830649,-1.105849,-0.246699,-0.745461,-0.892059,1
0.405674,1.206492,0.029699,-0.162555,-0.369118,2
-0.766184,-0.83575,0.216982,1.601116,-1.04057,1
-0.334503,-0.805309,1.410939,1.244093,2.401981,2
0.6815,0.320053,-0.311883,1.508866,-0.873693,1
-0.691864,-0.353106,1.79717,-1.521561,1.974356,2
1.708923,0.07349,-0.074452,-0.715068,0.218108,1
-0.607439,-0.743353,2.055719,0.722164,0.770131,2
2.957475,-1.762326,-0.616066,-0.607748,0.01169,1
-0.706446,-0.707821,0.15337,1.358753,-0.136583,1
0.226678,-0.712226,1.148434,0.843267,2.117193,2
0.162604,-0.381107,1.174487,-1.27276,1.53999,2
-0.472493,1.133218,0.532969,0.394679,1.516071,2
0.072681,0.036265,1.039101,0.878194,1.312394,2
-0.511397,1.256277,-1.35071,-0.1427,-0.329093,1
-0.62145,-0.55552,0.203685,-1.001893,-0.136583,2
-0.684282,-0.868143,0.11465,1.956695,-0.136583,2
0.069347,-0.633541,1.279984,1.880113,-1.040388,2
-0.471517,0.9964,0.516501,0.360504,-0.136583,1
-0.565832,0.760694,0.466762,0.395333,2.256816,2
1.269414,0.203058,-0.545325,-0.338876,-0.265975,1
-0.79349,-1.054891,-0.257779,1.948861,-1.29165,1
-0.477476,-1.069391,1.153178,0.8566,-1.438198,2
2.352862,-0.208383,-0.485723,-0.798524,0.406951,1
1.888107,-0.144533,-1.088716,-0.593593,-0.136583,1
-0.822538,-0.926427,0.099137,0.249374,-1.506821,2
-0.444833,0.79095,0.429936,0.237741,-0.641208,1
-0.767811,-0.814412,0.406499,-1.126824,-1.064902,2
-0.571418,0.129526,1.38413,0.919912,1.845,2
-0.636485,-0.860417,0.060705,0.987091,1.760587,2
-0.603048,0.793441,0.974288,0.371867,-0.68334,1
-0.261839,-0.824677,1.649498,0.906567,0.830566,2
-0.260734,2.026554,-1.473513,-0.816527,-0.438215,1
-0.795348,-0.578955,-1.457086,2.323235,-0.136583,2
-0.702306,-1.049687,-0.425477,0.731528,2.407384,1
-0.840163,-0.968822,-0.020359,-0.500597,-0.136583,2
-0.212978,-0.685865,1.24332,1.422943,1.124096,2
-0.491079,1.696741,-1.47437,-0.033042,-0.136583,1
-0.18549,1.296768,-1.413806,-0.126739,0.123526,1
-0.758498,-0.903913,-0.240606,1.779414,-1.352141,2
-0.405601,0.248918,0.917968,1.386046,-1.031182,2
-0.698908,-0.910956,-1.445535,-1.877944,-1.228558,2
-0.420529,-0.573944,-0.256409,0.932806,1.596287,2
3.275293,-0.618777,-1.003,-0.603952,-0.233194,1
-0.470431,1.708244,-1.515141,0.490242,1.401267,1
2.356833,-1.072149,-0.531061,-0.307065,-0.274833,1
-0.18859,1.491432,0.45533,0.606502,-0.554947,2
-0.548965,1.53681,-1.25555,-0.12813,-0.802201,1
-0.133976,-0.317869,0.997121,1.358049,-2.082846,2
0.816024,0.161545,-1.077403,-0.334029,-0.276489,1
-0.628627,-0.655358,0.184542,0.945674,-0.136583,2
-0.626162,0.30506,2.500237,-1.622247,-0.76578,1
-0.526784,0.438624,0.746038,0.205384,-0.809117,2
0.105437,1.004379,0.10733,-0.789092,-0.320983,2
0.4496,-0.631312,2.100531,-1.258906,-0.546941,2
2.46667,-1.059718,0.653097,-0.860608,-0.365532,1
2.118959,0.236745,-1.099563,0.345861,-0.570193,1
0.330156,-0.451865,1.025778,0.304594,-0.585663,2
-0.687162,-0.635118,0.01459,1.071959,-0.136583,2
-0.684332,-0.14384,1.867115,-1.3021,-0.136583,1
-0.127305,2.23634,-1.251515,-0.820675,1.014114,1
-0.580068,-0.687202,-0.021548,2.326109,3.489033,2
0.16288,1.225292,0.467054,-0.037008,-0.442299,2
-0.653057,-0.657807,0.076477,2.177603,-0.136583,2
-0.776768,-0.86836,0.167773,1.573421,-1.438254,2
-0.672326,-0.984356,-1.093338,0.837806,2.592436,2
-0.798099,-0.936797,0.120792,1.066799,2.124663,2
-1.120911,-2.140318,-1.950954,-1.65121,-0.136583,2
-0.351143,-0.062835,1.549588,-1.219647,-0.541349,1
-0.708189,-0.847144,0.081916,2.248071,-0.136583,1
-0.34861,-1.032725,-0.248408,1.557012,1.595996,2
1.448865,-1.052956,-0.924519,-0.387427,-0.226766,1
-0.423094,1.451728,0.478573,0.549176,-0.136583,1
-0.741448,-0.620125,0.756854,1.140958,-1.069596,2
-1.081158,-0.221238,1.278201,-1.282614,-0.815034,1
-0.710812,-0.75468,0.127718,1.179814,1.087496,2
-0.376501,-0.103373,1.853424,0.688464,-0.747297,2
-0.241576,-0.782698,1.253066,1.263979,2.046712,2
-0.66916,-0.818474,1.431697,0.552382,0.905235,2
-0.596002,-0.8931,0.63248,1.453765,2.953386,2
-0.830541,-1.32347,-0.982794,0.089852,1.413601,2
-0.563788,1.76562,-1.382672,1.19267,-0.711577,2
-0.629984,0.959881,0.082661,1.236297,-0.855417,2
-0.652698,0.141758,1.21074,0.502427,-0.136583,1
2.398732,-0.98131,-0.941588,-0.400186,-0.23174,1
-0.297562,-0.107368,1.066948,-1.12108,-0.534869,2
-0.709307,-0.598674,2.337188,0.737263,-0.989801,2
2.008948,-1.041774,-0.501697,-0.601933,-0.230067,1
-0.786704,-0.366917,0.015881,0.968197,-0.136583,2
0.813334,-0.08509,-0.346488,-0.189641,-0.449089,1
-0.199746,2.295114,-1.348029,-0.780895,-0.390759,1
0.148982,1.782187,-0.020932,0.570343,-0.525868,1
0.004101,1.764245,-1.229623,-0.709056,-0.355015,1
-0.403689,2.283411,-1.567166,0.28283,0.657425,2
0.225991,0.655612,1.310186,-1.078824,-0.439678,2
2.690419,-1.113869,0.703009,-0.935657,-0.362721,1
-0.575469,-0.521887,0.826152,1.106572,3.251377,2
-0.806855,-0.966605,-0.241361,0.977437,2.035333,1
-0.634832,-0.540865,0.42073,2.085692,-1.985039,2
-0.833899,-0.968551,-0.154724,1.814039,-1.520966,2
-0.288167,0.642969,0.567375,-0.964956,-0.405699,1
-0.295809,2.45085,-1.481416,0.442151,-0.605544,1
0.36105,1.120963,0.055812,0.315087,-0.893974,1
-0.25205,-0.832176,0.813952,0.646603,0.76153,2
-0.230463,-0.970138,0.856246,0.401912,1.112597,2
0.345423,1.11302,0.795831,-1.011816,-0.392595,2
-0.438024,0.101608,0.983495,0.464968,1.09277,2
0.753583,0.515281,-0.302536,-0.144411,-0.449584,1
-0.662378,-0.28564,2.583182,-1.435921,-0.767453,1
-0.773473,-0.031345,-0.227327,0.813865,1.738489,2
-0.144891,0.780163,-1.11772,-0.661859,-0.258762,1
-0.66226,-0.589618,0.388669,0.780671,-1.142712,2
-0.798261,-0.906595,0.233015,-1.201625,0.980102,2
-0.599629,-0.820014,0.486915,0.456409,-0.136583,2
1.434705,0.0553,-1.007624,-0.275108,-0.244711,1
-0.60278,0.522789,0.510061,1.864847,-1.24624,1
-0.363238,0.391282,0.192553,1.673329,-1.072028,2
-0.741219,-0.757983,-0.146272,0.063436,-0.136583,2
-0.79163,-0.795158,-0.26749,-1.301996,-0.136583,2
0.107518,-0.263056,-0.163994,0.514423,1.299415,2
0.303291,1.733542,-0.104324,0.021708,0.233609,2
-0.681142,-0.588411,-0.069965,0.830562,-0.136583,2
0.414536,-0.059451,1.674481,-1.088854,-0.630005,2
-0.657048,-0.260354,-0.235613,0.46844,-0.136583,2
-0.696646,0.155928,1.155382,-1.272671,-0.59855,1
0.148822,-0.170325,-0.466162,-0.627772,-0.010989,1
0.211388,0.564091,0.135089,-0.036787,-1.176583,1
-0.757811,-0.176658,1.016982,-1.107165,-0.486269,1
0.986928,0.720285,-1.147097,-0.295132,0.064494,1
-0.41904,-0.336369,0.737977,0.350592,-0.746884,2
-0.84335,-0.993798,-0.435235,0.182416,-0.136583,1
0.548758,1.79939,-1.304911,-0.834451,-0.432566,1
-0.615001,-0.421419,0.017968,2.410777,-1.550937,2
0.153364,-0.99318,1.314713,-1.295659,0.45358,2
-0.532749,-0.672569,1.522184,0.472509,1.136,2
-0.458012,-0.285769,0.037687,0.765869,-0.755761,2
-1.146338,-2.556919,1.536415,-1.574879,-1.032355,1
-0.843678,-1.03026,-0.537091,-1.089098,1.651087,1
-0.453489,-0.253233,0.462721,2.378913,1.737672,2
-1.074302,-2.089595,0.821008,-1.687562,-0.136583,1
-1.17574,-2.493172,-1.82825,-1.224791,-0.652419,1
-0.292897,-0.412486,0.756379,-1.274392,-0.991249,2
-0.488319,-0.437161,1.085739,0.907873,-1.380725,2
-0.326434,1.079203,1.497709,-1.25101,-0.677501,1
-0.240256,1.815064,-0.102098,0.66309,0.835861,2
-0.543042,-0.507243,0.597815,0.737636,-0.957578,2
-0.584997,-0.16452,1.339102,-1.585071,-0.136583,2
-0.2577,-0.383873,1.536826,1.743044,-0.988697,2
-0.452202,-0.534992,1.276072,-1.459239,0.772653,2
-0.139689,-0.065338,1.154993,0.509282,1.59963,2
-0.285906,-0.617273,1.373486,-1.058811,0.978662,2
-0.814265,-0.958308,-0.474786,-0.899808,1.433597,2
-0.513198,0.486963,0.06385,0.007932,-0.437678,1
-0.781786,-0.689462,0.353842,1.415248,0.989416,2
-0.496419,0.637987,-1.123914,-0.655395,-0.274442,1
0.108161,-0.550271,0.139016,1.276684,0.84198,2
-0.640417,-0.255419,2.402909,-1.446624,-0.742389,1
-0.23888,1.436923,0.506798,0.19347,-0.456138,1
-0.162994,0.909943,0.277553,0.958178,-0.887613,1
-0.251138,2.270791,-1.428957,-0.839519,-0.803741,1
-0.253417,-0.415437,1.449321,1.729824,-1.038395,2
-0.592795,-0.359002,0.837238,0.83807,0.97279,2
0.672289,-0.129493,0.233279,0.330357,2.467423,2
2.440457,-0.778594,-0.508374,-0.594955,-0.021503,1
-0.607807,-0.702996,1.783932,-1.490905,1.634775,2
-0.326892,-0.181993,0.881985,-1.139347,-0.601416,2
-0.34164,1.070179,-1.428358,-0.064227,-0.136583,1
2.075534,-0.982805,-0.982394,-0.600811,0.070384,1
-0.660999,-0.225245,-0.347588,0.092246,0.635516,1
-0.793709,-0.869537,-0.005438,1.521558,-0.136583,2
2.367931,-1.769914,-0.938387,-0.578575,-0.217096,1
0.035804,1.314181,-1.29935,-0.0221,2.257598,1
-0.369767,0.793911,-1.248117,-0.765277,-0.309813,1
-0.736789,-0.657865,-0.270711,0.499804,-0.136583,2
-0.695993,-0.486206,0.166609,2.541518,-0.136583,2
-0.701895,0.405747,1.354046,0.469904,1.106067,1
-0.627659,-0.751281,-0.031755,0.675764,-0.136583,2
1.549584,-1.036957,-0.544603,-0.582433,-0.136583,1
-0.661723,-0.21004,1.419843,-1.149071,-0.591085,1
0.692586,0.511744,-0.150104,-0.7454,-0.340293,1
-1.119522,-0.758994,-0.189885,1.009576,-1.610216,2
-0.643542,-0.510242,1.858244,-1.161969,-0.691538,1
0.377854,0.700909,-1.31112,-0.705226,-0.320502,1
-0.793157,-0.709506,0.280665,-0.500597,-0.136583,2
1.780599,-1.147295,-0.671986,-0.29518,-0.249129,1
0.845265,0.955827,-0.204679,0.451442,0.597939,1
-0.298885,1.941272,-1.294724,-0.781303,0.188484,1
1.605981,-1.162273,-0.271526,1.812307,-1.054765,1
-0.318858,-0.876613,0.799289,1.890169,-1.401591,1
-0.475025,-0.614392,1.463487,0.552675,-0.919619,2
-0.456745,-2.707322,-2.003341,-1.058362,-0.63265,1
-0.400665,1.973267,-1.558019,-0.811407,-0.395013,1
1.150308,-0.19359,-1.032783,-0.602988,-0.017872,1
0.209406,0.662146,-1.288704,-1.068463,0.640368,2
0.182437,1.680103,-0.01896,0.569779,-0.59403,1
-0.038409,-0.837368,0.846618,1.680083,-1.450948,2
-0.454412,-0.521651,0.502854,1.622396,-0.997672,1
-0.683971,1.607722,-0.084026,1.504321,-0.974395,1
-0.1238,0.910942,0.254224,1.007894,-0.794828,1
-0.662069,-0.61494,0.19346,2.36779,-0.136583,2
-0.69162,-0.478209,-0.249247,1.772534,-1.97432,2
-0.781444,-0.793502,-0.338439,0.391718,-0.136583,2
-0.321562,-0.034964,0.764689,1.887119,-1.075777,2
-0.036379,1.593657,0.319847,0.318816,0.804745,2
-0.607752,-0.826211,-0.262121,0.893661,-1.897725,2
-0.553211,-0.030616,1.645683,0.68253,1.77478,2
-0.805165,-1.022294,-0.26876,0.816451,-0.136583,1
0.6403,1.110388,-1.220986,-0.184254,0.181269,1
-0.830244,-0.57236,-0.473294,0.917904,1.546036,2
-0.832977,-0.815247,0.419033,0.652361,-0.981886,2
-0.068521,1.524708,-1.54725,-0.778595,0.124807,1
-0.799598,-0.788455,0.817334,1.153525,-0.895139,1
-0.623152,-0.607239,0.538588,0.81325,-0.7954,2
-0.395543,1.460823,-1.473126,-0.094878,-0.397527,1
-0.13461,-0.465046,0.896822,0.648644,2.461517,2
-0.813305,-0.794918,0.652362,2.293229,-0.136583,1
-0.283074,-0.832066,1.291351,0.959484,2.626261,2
-0.703159,-1.036904,-0.138173,1.836223,2.027933,2
-0.490104,0.73865,-1.350442,-0.866699,0.372287,1
-0.240492,2.220513,-1.633466,0.566485,-0.811763,2
0.453,0.504365,-1.384573,-0.821402,-0.445982,2
-0.406198,0.134003,1.476692,1.086334,-1.206704,2
-0.354539,1.04823,-1.245933,-0.72175,-0.299858,1
-0.812577,-0.803233,0.218856,0.683157,-0.136583,2
-0.316083,-0.760724,1.285051,-1.266915,-0.763542,2
1.421022,-0.038195,-0.277818,-0.060947,-0.37093,1
-0.772756,-0.509871,0.093132,1.946024,-1.295792,1
-0.649512,-0.781888,0.481242,1.009099,-0.136583,1
1.039994,1.457697,-1.308216,-0.703482,-0.309675,1
1.620176,0.683072,-0.407642,0.694855,-0.562217,1
-0.756473,-0.997478,-0.302147,-1.31113,3.20864,1
-1.227432,-2.311798,-2.185418,-1.926003,-1.144055,2
-0.424093,0.180063,1.494554,1.144448,-1.030676,2
0.164118,-0.198431,-0.272261,0.898545,1.130628,2
-0.51783,-0.642724,0.563085,0.53605,0.806825,2
-0.283126,1.697469,0.319123,0.251538,-0.534377,1
-0.650932,-0.721426,0.004264,0.982295,-0.136583,1
-0.506868,-0.4775,-0.004704,1.061953,-0.136583,2
-0.542938,-0.355826,-0.016507,1.706661,-1.38665,2
-0.335367,0.99398,-1.255436,-0.753286,-0.31537,1
-0.234498,0.147774,1.085933,1.178747,-0.764393,2
0.924824,1.705412,-1.199659,-0.732688,0.272621,1
-0.259369,-1.259666,0.87682,0.583244,-1.124559,2
-0.438212,-0.650845,-0.006465,1.093553,1.462216,2
-0.714842,-0.690894,0.777115,1.079065,2.848786,2
-0.179766,2.012043,-1.299398,-0.178441,-0.354469,1
1.859506,-0.445037,-0.974168,-0.383005,-0.197457,1
0.753956,-0.393533,-1.011846,-0.592087,-0.004354,1
1.348356,0.137974,-1.153633,-0.203837,-0.30129,1
-0.622143,0.154929,1.023681,2.131993,-0.136583,2
-0.688065,-0.938777,0.932945,1.108492,1.099511,1
-0.73668,-0.907293,-0.514115,0.369482,-0.136583,2
1.331017,0.184222,-0.537138,-0.321027,-0.273089,1
1.416678,0.077978,-0.272064,-0.031755,-0.37093,1
-0.569922,0.331287,1.318711,-1.177513,-0.136583,1
-0.66244,-1.075157,-0.057859,2.20811,-0.136583,1
-0.590517,-0.483308,0.860201,2.996328,-1.364297,2
-0.680851,-1.057097,-0.009095,1.906214,2.201398,2
-0.723246,-0.728163,0.285798,0.341657,2.142157,2
2.452952,-0.884167,-0.966015,-0.328297,-0.236119,1
-0.207088,0.029015,1.622591,1.392034,-0.868441,2
-0.767287,-0.775198,0.808365,0.62023,-0.939742,2
-0.59283,-0.038101,0.102417,0.863028,1.059552,2
-1.563204,-2.361983,-1.746185,-1.232939,2.128311,2
-0.516442,1.523392,-1.333713,-0.174691,-0.136583,1
-0.60544,-0.706435,0.944443,0.567534,1.090573,2
0.44111,1.223412,-1.325362,-0.714305,-0.321044,1
-0.066025,0.181943,0.776672,-0.876452,-0.679628,2
0.962426,-0.308781,-0.283913,-0.673158,-0.22656,1
-0.628525,1.059898,0.086902,0.855809,-0.78827,2
-0.713929,0.100938,1.142837,0.369351,-0.136583,1
-0.530648,-0.962423,1.281831,0.766786,1.111941,2
-0.035342,0.182895,0.362584,1.830636,-1.16626,2
-0.623489,-0.393991,-0.100064,0.338652,1.381274,2
